PROVINCIA,CANTON,Suma de Total Compras,Suma de Total Ventas,Suma de Ventas Netas 0%,Suma de Ventas Netas 12%,Suma de Habitantes,Suma de Importaciones,Suma de Exportaciones,Suma de Compras Rise,Suma de Compras netas 12%,Suma de Compras netas 0%
MORONA SANTIAGO,HUAMBOYA,23048068.290000003,20448586.770000007,1656409.46,18792177.31,12382,39985.94,0,49573.22,20010210.58,2948298.5500000003
MORONA SANTIAGO,LIMON - INDANZA,33198639.15999999,30714395.289999995,10126593.34,20320791.22,10349,149450.25,267010.73,14535.360000000002,24016473.909999996,9018179.639999999
MORONA SANTIAGO,LOGROÑO,15392490.14,12857785.139999999,3902081.85,8955446.08,7643,14547.77,257.21,1011059.99,11594426.339999996,2772456.040000001
MORONA SANTIAGO,MORONA,445819088.78999996,293873272.06000006,131452706.03,162160751.39999998,58281,3988424.659999999,259814.63,997182.4000000003,284791438.53000003,155640927.2
MORONA SANTIAGO,PABLO SEXTO,5592533.930000001,3874014.8900000006,950213.7700000003,2923801.119999999,2897,3815.42,0,48266.2,4397776.18,1142676.1300000001
MORONA SANTIAGO,PALORA,57020240.160000026,65208753.78000001,44210872.770000026,16033413.149999995,7719,910448.05,4964467.86,743370.5200000001,30182655.090000004,25183766.500000007
MORONA SANTIAGO,SAN JUAN BOSCO,11478106.25,7589254.42,2495956.17,5091798.249999999,4985,8183.58,1500,15634.65,9283299.690000001,2170988.3300000005
MORONA SANTIAGO,SANTIAGO,35821979.810000025,28513541.759999998,10025655.690000001,18484487.59,11087,82134.8,3398.4799999999996,183332.46000000002,27908231.75,7648280.800000002
MORONA SANTIAGO,SUCUA,112159513.17999999,107057336.58999997,45945552.500000015,61082999.769999996,23823,4926735.16,29014.82,2452050.45,77009358.25999999,27771369.310000002
MORONA SANTIAGO,TAISHA,19750385.699999996,13226532.359999994,2120016.75,11092342.929999992,26773,37811.16,14172.68,33598.740000000005,16581033.95,3097941.8499999987
MORONA SANTIAGO,TIWINTZA,14755094.459999997,10922964.650000002,2507999.130000001,8412305.220000003,11041,18100.34,2660.3,31858.899999999998,12190551.139999993,2514584.080000001
NAPO,ARCHIDONA,53787522.14000003,46957505.82000001,14172747.639999995,32636017.54,33068,57452.69000000001,148740.64,941825.1699999999,42872691.83,9915552.449999992
NAPO,CARLOS JULIO AROSEMENA TOLA,10630726.95,9278856.12,3961578.85,5317277.27,4466,5572.969999999999,0,294715.2199999999,9025074.52,1305364.2400000002
NAPO,EL CHACO,42866100.760000005,42879160.650000006,19375235.03000001,23480830.00000002,10142,52129.3,23095.620000000003,1314553.3000000003,26087057.420000006,15412360.739999995
NAPO,QUIJOS,39757618.250000015,49558083.29000001,27326276.069999993,22231807.220000006,6847,52819.56999999999,0,620797.5,25290951.18999999,13793049.989999998
NAPO,TENA,291927657.7299999,251579518.58000007,86458036.10000005,163105289.93999997,79182,2044079.5299999993,2016192.54,2276687.23,226502560.39000005,61105582.480000004
ORELLANA,AGUARICO,22157288.899999995,14434448.07,5008778.700000001,9386304.17,3629,58726.07000000001,39365.2,215054.24,17801187.35,4082321.24
ORELLANA,LA JOYA DE LOS SACHAS,303022202.05999994,362313536.3599999,180813004.79000008,181276764.88000005,39352,7020069.950000001,223766.69,4288300.19,173397308.2200001,118316197.82
ORELLANA,LORETO,49750307.560000025,49938686.28000003,24951172.89999999,24972032.97999999,24579,61111.59999999999,15480.4,514375.77,34608360.48,14565109.709999997
ORELLANA,ORELLANA,753875228.3899996,876165349.4600003,312998434.25000006,555972747.96,93778,18036154.68,7194407.249999999,4569630.750000003,524713115.6900002,204226652.82999992
PASTAZA,ARAJUNO,11860688.439999998,4333062.059999999,859502.9699999997,3473559.090000001,8128,700.6800000000001,0,64646.590000000004,10873189.059999991,922152.1100000001
PASTAZA,MERA,59103615.37999997,59150893.53,18005110.92,40890291.93,17547,106965.95000000001,255490.67999999996,284343.87000000005,40610503.67999999,18101801.880000003
PASTAZA,PASTAZA,450694610.36000013,455270337.2500001,163841622.10999995,289654733.5899998,84377,1976442.33,1773981.5499999998,5368348.929999998,359823603.59999996,83526177.49999999
PASTAZA,SANTA CLARA,12820058.749999998,9029594.25,4022010.42,4989307.160000001,4150,30095.81,18276.670000000002,100384.43,9713917.790000003,2975660.720000001
PICHINCHA,CAYAMBE,912938319.19,1240617052.5700006,471149002.14,338471547.6200001,107660,21106571.669999998,430996502.80999994,20942175.020000003,435303524.17999965,433970874.4699999
PICHINCHA,MEJIA,1140701696.0299995,1371566482.69,680762525.7199998,463984392.57,108167,130857696.16000004,226819564.39999998,8356857.660000004,473541856.9399998,527322858.3600004
PICHINCHA,PEDRO MONCAYO,516476049.13000023,735123062.74,195471318.73000008,140746305.82999998,43281,28770982.919999998,398905438.18000007,10353197.269999996,234637251.85999995,242610897.15000004
PICHINCHA,PEDRO VICENTE MALDONADO,132442519.81000003,143182345.24,87994904.11999999,50112713.94000002,17171,612363.27,5074727.18,2748168.5300000003,63650067.26999999,65431920.74000001
PICHINCHA,PUERTO QUITO,64652411.25,73957879.43,58226464.43000001,15462025.22,24911,85723.37000000001,269389.77999999997,10481891.209999999,26882935.809999995,27201830.869999997
PICHINCHA,QUITO,93968344280.86003,128704898754.04994,29851673256.43,83040158130.24998,2781641,16294004504.119999,15813690117.800001,247171935.55999994,54589366760.94002,21377115527.229992
PICHINCHA,RUMIÑAHUI,6244496074.129999,7867437029.8899975,3181916459.37,4589158473.989998,115433,567025537.74,96362098.52000001,13904122.100000003,3253330017.19,2393011923.8599987
PICHINCHA,SAN MIGUEL DE LOS BANCOS,116296683.25,126098683.69,96114805.12999997,28716795.889999993,29969,371460.38,1267082.6700000002,2115737.2099999995,43262645.45999999,70546840.20000005
SANTA ELENA,LA LIBERTAD,635572090.3399997,722463459.3100001,352255144.34,365192771.17999995,117767,5597804.08,5015543.790000001,2751178.1799999997,375774114.7800002,251449064.76000014
SANTA ELENA,SALINAS,431836996.5800001,502420901.2099999,332819677.6899999,147149420.81000003,94590,14673753.600000001,22451802.71,4104140.88,212022321.9899999,200773332.38
SANTA ELENA,SANTA ELENA,821872462.3499999,869763954.3799999,580675613.1899999,233417985.4600001,188821,6526656.219999999,55670355.730000004,5868706.22,440357671.0500002,368789166.9900001
SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,298384456.3099999,342900893.6600002,233154303.8,95089734.13999994,52571,2341542.88,14656855.719999999,18720916.850000005,131287639.01000002,146007872.27999997
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,4799736545.859999,5245180081.150001,2064292156.5200014,2868734359.84,458580,152847168.46999994,312192827.94000006,116127836.83000001,2936556378.9799995,1594304165.7800012
SUCUMBIOS,CASCALES,20989445.989999995,17231008.999999993,9408510.98,6856213.5200000005,15882,108134.33,966284.5,61765.17000000003,14496817.980000002,6322728.509999997
SUCUMBIOS,CUYABENO,39359838.650000006,41560662.74,10936737.16,30623615.579999976,7154,378260.61,310,339343.20999999996,31901476.05,6740758.780000003
SUCUMBIOS,GONZALO PIZARRO,27729201.770000003,22861964.99,10039282.589999996,12822682.4,10007,141554.57,0,171903.63,18827565.64,8588177.930000005
SUCUMBIOS,LAGO AGRIO,861495968.9499996,810253490.4399998,304379261.13000005,505790506.8499999,119594,20889416.970000003,158378.75,7564161.140000001,583578536.7700002,249459647.71000004
SUCUMBIOS,PUTUMAYO,23612725.669999994,21588180.620000005,9573487.379999999,12014678.23999999,16106,51838.740000000005,15,289374.77,16178016.309999997,7093495.8500000015
SUCUMBIOS,SHUSHUFINDI,299501154.78000003,318849197.10999995,192173792.89000005,126662916.17999992,57949,2083555.4899999998,12488.039999999999,5489894.33,176037134.88,115873491.07999995
SUCUMBIOS,SUCUMBIOS,8544404.78,4758706.619999998,2129013.47,2627801.9799999995,3811,18904.37,1891.17,104273.17000000001,6592517.159999998,1828710.0799999996
TUNGURAHUA,AMBATO,5308066011.08,6367178438.879999,2323174633.419998,3927569695.89,387309,812216371.6399999,117596122.92000002,26156410.489999995,3277064456.239999,1191947414.8799996
TUNGURAHUA,BAÑOS DE AGUA SANTA,315290958.2400001,373496128.27,281260778.58000004,91931771.82999997,25043,89489452.48999998,303577.86,3283301.1999999993,112510842.95000003,108406753.45999998
TUNGURAHUA,CEVALLOS,77974229.69999999,82076030.58999997,55901671.79000001,25863772.699999996,9936,5385172.199999999,310586.1,422818.17,36642812.07999999,35523427.249999985
TUNGURAHUA,MOCHA,34690105.04000002,36328423.54000002,25935015.62000001,10393407.919999998,7336,39854.51999999999,0,787898.3,16516589.200000003,17345763.02
TUNGURAHUA,PATATE,73100991.35999995,83735319.11999999,37899349.360000014,45833487.94,15825,1313040.59,2481.82,341010.60000000003,38342257.269999996,33104650.730000004
TUNGURAHUA,QUERO,67599598.67,66924785.60999999,43096803.889999986,23824543.11999999,20627,123244.45999999999,3438.6,3436558.879999999,35794431.499999985,28245363.829999994
TUNGURAHUA,SAN PEDRO DE PELILEO,630259660.7899998,652536362.5000002,325924625.80999994,300754551.49000007,66836,52283617.489999995,25857185.2,2360313.1100000003,352894077.20000005,222544569.44
TUNGURAHUA,SANTIAGO DE PILLARO,192654149.23,202992109.34999993,140577105.85999995,61876506.39000003,43371,9832782.469999999,538497.1000000001,1447855.52,86217177.01999995,95156314.22000003
TUNGURAHUA,TISALEO,54891695.980000034,56652344.18000002,26811338.6,29475728.830000002,14317,1215949.38,365276.75,2521490.13,35868311.81000002,15285944.660000006
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,26740587.189999998,19769238.249999993,9148756.709999997,10590213.54,8313,55728.27,30268,180599.46999999997,19602891.23,6901368.220000002
ZAMORA CHINCHIPE,CHINCHIPE,22214298.85,19682761.150000002,9730339.430000003,9935631.159999996,10679,164357.32,16790.56,82033.26999999999,15033008.340000004,6934899.920000004
ZAMORA CHINCHIPE,EL PANGUI,837118995.38,1385368091.5899997,108226000.82000002,238877445.91000006,10945,125200682.41999999,1038264644.8700001,114564.73999999999,579396958.51,132129870.44999996
ZAMORA CHINCHIPE,NANGARITZA,14416450.670000004,7240313.139999999,1789274.5399999998,5451006.049999999,8014,3539.2099999999996,32.55,51127.32000000001,13170902.810000002,1190881.3299999996
ZAMORA CHINCHIPE,PALANDA,20972793.940000005,15591628.029999992,8716379.24,6875248.789999999,10144,1550.3700000000001,0,618261.98,14347519.029999997,6005462.559999999
ZAMORA CHINCHIPE,PAQUISHA,25084306.059999995,17317924.94,10512099.199999996,6804703.129999999,5992,45360.42,1122.6100000000001,64576.17999999999,22001592.67000001,2972776.7900000014
ZAMORA CHINCHIPE,YACUAMBI,8253071.429999997,4537964.239999998,1179708.5699999998,3358160.67,7121,87429.70999999999,95,44126.43,6659554.799999999,1461960.4900000005
ZAMORA CHINCHIPE,YANTZAZA,737988720.6699996,1422451775.4600005,101804372.23000002,162185113.39999998,26447,81513071.53999999,1158462289.8300002,907522.8800000001,464494533.6100001,144077899.88000003
ZAMORA CHINCHIPE,ZAMORA,226360215.66999996,182358865.93,61522390.83000001,110444497.39000002,32761,4841543.239999997,10391977.71,707366.8099999998,178781733.31,42020651.910000026
